job_id,job_title,category,industry,company,company_size,location,work_mode,experience_level,required_experience_years,salary_range,skills,job_description,posted_date
705,Tax Analyst,Finance & Accounting,Consulting,AlphaAdvisors,MNC,Gurugram,Remote,Fresher,1,"₹14,300/mo - ₹39,200/mo","p&l management, risk management, taxation, tally, gst, ifrs, variance analysis, ind as, excel, esg reporting, python automation, critical thinking, ownership, communication, stakeholder management, problem solving","As a Fresher Tax Analyst in the Consulting domain at AlphaAdvisors, you will build scalable solutions. Analyse financial data to identify trends and risks. Support budgeting, forecasting and financial planning. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-14
706,Sales Executive,Marketing & Sales,E-commerce,QuickCart,MNC,Hyderabad,Remote,Fresher,0,"₹13,900/mo - ₹38,200/mo","email marketing, ai content tools, lead generation, influencer marketing, canva, hubspot, crm, meta ads, storytelling, communication, stakeholder management, creativity, customer focus, presentation","As a Fresher Sales Executive in the E-commerce domain at QuickCart, you will deliver high-quality outcomes. Generate and nurture leads through multiple channels. Analyse campaign performance and optimize for ROI. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-20
707,Marketing Analyst,Data & Analytics,Retail,PrimeStore,MNC,Surat,On-site,Junior,1,"₹26,100/mo - ₹81,500/mo","excel, redshift, tableau, jupyter, nlp, spark, feature engineering, communication, storytelling, stakeholder management","As a Junior Marketing Analyst in the Retail domain at PrimeStore, you will drive measurable impact. Analyse large datasets to extract actionable insights. Develop predictive models to support business decisions. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-04
708,Lab Technician,Healthcare,Healthcare,WellnessHub,MNC,Hyderabad,Hybrid,Junior,1,"₹22,800/mo - ₹70,000/mo","clinical documentation, data entry, icd-10, ehr, quality assurance, digital health, healthcare analytics, ai diagnostics, clinical trials, attention to detail, communication, empathy","As a Junior Lab Technician in the Healthcare domain at WellnessHub, you will build scalable solutions. Ensure compliance with healthcare regulations and standards. Maintain accurate clinical documentation and patient records. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-10
709,Maintenance Engineer,Mechanical & Manufacturing,Consulting,InsightCo,MNC,Gurugram,Hybrid,Mid,6,"₹52,100/mo - ₹156,600/mo","ansys, cnc, additive manufacturing, digital twin, autocad, project management, plc programming, quality control, attention to detail, problem solving, ownership, time management, communication, teamwork","As a Mid Maintenance Engineer in the Consulting domain at InsightCo, you will deliver high-quality outcomes. Ensure quality standards are met across production lines. Conduct root cause analysis for production issues. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-18
710,Financial Analyst,Finance & Accounting,Manufacturing,FabriTech,Startup,Surat,On-site,Junior,3,"₹25,200/mo - ₹72,200/mo","bloomberg terminal, taxation, blockchain basics, python automation, compliance, audit, bookkeeping, budgeting, gst, cash flow, sap, tally, critical thinking, communication, stakeholder management","As a Junior Financial Analyst in the Manufacturing domain at FabriTech, you will deliver high-quality outcomes. Analyse financial data to identify trends and risks. Prepare financial reports and variance analysis. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-18
711,Mechanical Engineer,Mechanical & Manufacturing,Logistics,MoveIt,SME,Kolkata,Remote,Senior,10,"₹113,700/mo - ₹386,000/mo","lean manufacturing, cobots, autocad, gd&t, plc programming, matlab, solidworks, catia, digital twin, ansys, cnc, python, teamwork, communication, time management","As a Senior Mechanical Engineer in the Logistics domain at MoveIt, you will drive measurable impact. Ensure quality standards are met across production lines. Design and develop mechanical components and systems. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-30
712,Pharmacovigilance Associate,Healthcare,Healthcare,HealthFirst,MNC,Kolkata,On-site,Junior,1,"₹22,400/mo - ₹67,800/mo","telemedicine, ehr, medical terminology, clinical trials, cerner, epic, patient coordination, clinical documentation, regulatory compliance, lab management, healthcare analytics, data entry, problem solving, teamwork, time management","As a Junior Pharmacovigilance Associate in the Healthcare domain at HealthFirst, you will drive measurable impact. Coordinate with clinical teams to support patient care. Analyse health data to support operational decisions. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-09-24
713,Data Scientist,Data & Analytics,Consulting,AlphaAdvisors,MNC,Bengaluru,Hybrid,Fresher,0,"₹15,700/mo - ₹42,000/mo","pandas, computer vision, ab testing, excel, bigquery, seaborn, dbt, decision tree, data modeling, problem solving, communication, stakeholder management, storytelling, presentation, critical thinking","As a Fresher Data Scientist in the Consulting domain at AlphaAdvisors, you will contribute to a high-performing team. Collaborate with stakeholders to define KPIs and metrics. Analyse large datasets to extract actionable insights. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-22
714,Investment Analyst,Finance & Accounting,Retail,RetailMax,MNC,Jaipur,Hybrid,Senior,7,"₹123,400/mo - ₹394,500/mo","gst, accounting, sap, sql, compliance, variance analysis, p&l management, ownership, critical thinking, stakeholder management, attention to detail","As a Senior Investment Analyst in the Retail domain at RetailMax, you will deliver high-quality outcomes. Analyse financial data to identify trends and risks. Support budgeting, forecasting and financial planning. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-02
715,Research Analyst,Data & Analytics,BFSI,MoneyPro,MNC,Delhi NCR,Hybrid,Intern,0,"₹8,600/mo - ₹22,000/mo","spark, k-means, data cleaning, snowflake, pytorch, statistics, streamlit, tableau, communication, stakeholder management, storytelling, critical thinking","As a Intern Research Analyst in the BFSI domain at MoneyPro, you will deliver high-quality outcomes. Build and maintain data pipelines and dashboards. Collaborate with stakeholders to define KPIs and metrics. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-21
716,Frontend Developer,Software Engineering,Telecom,LinkTech,SME,Remote,On-site,Junior,2,"₹28,600/mo - ₹86,500/mo","azure, typescript, webassembly, rust, rabbitmq, node.js, aws, linux, jenkins, javascript, flask, rest apis, mentorship, attention to detail, teamwork","As a Junior Frontend Developer in the Telecom domain at LinkTech, you will build scalable solutions. Design and develop robust software systems. Optimize application performance and scalability. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-09-24
717,Pharmacovigilance Associate,Healthcare,BFSI,TrustBank,MNC,Delhi NCR,Remote,Mid,3,"₹52,200/mo - ₹161,500/mo","patient coordination, medical coding, icd-10, ai diagnostics, clinical documentation, ehr, epic, lab management, telemedicine, hipaa, cerner, time management, attention to detail, teamwork","As a Mid Pharmacovigilance Associate in the BFSI domain at TrustBank, you will build scalable solutions. Maintain accurate clinical documentation and patient records. Ensure compliance with healthcare regulations and standards. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-28
718,SEO Specialist,Marketing & Sales,Technology,NexGen Systems,MNC,Surat,On-site,Mid,6,"₹50,900/mo - ₹170,900/mo","figma, content marketing, ab testing, lead generation, conversion optimization, google ads, marketing automation, hubspot, crm, tiktok ads, social media, sem, communication, storytelling, stakeholder management, presentation","As a Mid SEO Specialist in the Technology domain at NexGen Systems, you will contribute to a high-performing team. Analyse campaign performance and optimize for ROI. Manage social media presence and content calendar. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-08
719,Medical Billing Specialist,Healthcare,Healthcare,MediCare,MNC,Remote,Remote,Mid,5,"₹48,600/mo - ₹147,000/mo","healthcare analytics, quality assurance, epic, cerner, patient coordination, ai diagnostics, clinical documentation, communication, time management, attention to detail, empathy","As a Mid Medical Billing Specialist in the Healthcare domain at MediCare, you will contribute to a high-performing team. Ensure compliance with healthcare regulations and standards. Maintain accurate clinical documentation and patient records. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-16
720,Business Analyst,Data & Analytics,BFSI,FinVista,SME,Hyderabad,Remote,Junior,3,"₹27,100/mo - ₹73,700/mo","matplotlib, scikit-learn, sql, data modeling, langchain, nlp, machine learning, r, looker, llm fine-tuning, storytelling, communication, stakeholder management, critical thinking, presentation, problem solving","As a Junior Business Analyst in the BFSI domain at FinVista, you will drive measurable impact. Collaborate with stakeholders to define KPIs and metrics. Build and maintain data pipelines and dashboards. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-11
721,Manufacturing Engineer,Mechanical & Manufacturing,Energy,PowerGrid,MNC,Pune,On-site,Senior,10,"₹118,600/mo - ₹370,400/mo","solidworks, catia, python, autocad, ansys, cobots, additive manufacturing, cnc, gd&t, attention to detail, teamwork, ownership","As a Senior Manufacturing Engineer in the Energy domain at PowerGrid, you will deliver high-quality outcomes. Design and develop mechanical components and systems. Support manufacturing process optimisation. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-01
722,DevOps Engineer,Software Engineering,Technology,TechNova,MNC,Ahmedabad,On-site,Mid,3,"₹62,400/mo - ₹205,400/mo","postgresql, aws, vector databases, django, github actions, flask, langchain, webassembly, linux, spring boot, kubernetes, graphql, critical thinking, ownership, attention to detail, teamwork, problem solving","As a Mid DevOps Engineer in the Technology domain at TechNova, you will deliver high-quality outcomes. Design and develop robust software systems. Build and maintain reliable APIs and services. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-07
723,Health Informatics Specialist,Healthcare,BFSI,FinVista,SME,Hyderabad,Remote,Senior,6,"₹102,400/mo - ₹369,200/mo","data entry, clinical trials, medical terminology, medical coding, clinical documentation, ehr, cerner, telemedicine, quality assurance, regulatory compliance, patient coordination, digital health, empathy, communication, problem solving, attention to detail","As a Senior Health Informatics Specialist in the BFSI domain at FinVista, you will drive measurable impact. Coordinate with clinical teams to support patient care. Maintain accurate clinical documentation and patient records. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-15
724,Structural Engineer,Mechanical & Manufacturing,Manufacturing,FabriTech,SME,Mumbai,On-site,Junior,1,"₹24,700/mo - ₹66,900/mo","3d printing, cnc, autocad, matlab, generative design, lean manufacturing, catia, fmea, additive manufacturing, digital twin, attention to detail, teamwork, time management","As a Junior Structural Engineer in the Manufacturing domain at FabriTech, you will contribute to a high-performing team. Conduct root cause analysis for production issues. Support manufacturing process optimisation. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-19
725,Clinical Research Associate,Healthcare,Consulting,StratEdge,Startup,Hyderabad,Remote,Mid,6,"₹47,800/mo - ₹149,300/mo","cerner, pharmacovigilance, epic, data entry, medical terminology, medical coding, healthcare analytics, telemedicine, clinical trials, icd-10, problem solving, teamwork, communication, time management, attention to detail","As a Mid Clinical Research Associate in the Consulting domain at StratEdge, you will contribute to a high-performing team. Analyse health data to support operational decisions. Ensure compliance with healthcare regulations and standards. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-12
726,Investment Analyst,Finance & Accounting,Manufacturing,AlloyPro,Startup,Hyderabad,Hybrid,Junior,3,"₹23,600/mo - ₹73,600/mo","python automation, compliance, variance analysis, tally, taxation, p&l management, financial modeling, sap, forecasting, stakeholder management, ownership, problem solving, critical thinking, attention to detail","As a Junior Investment Analyst in the Manufacturing domain at AlloyPro, you will deliver high-quality outcomes. Support budgeting, forecasting and financial planning. Ensure compliance with accounting standards and regulations. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-20
727,CAD Designer,Mechanical & Manufacturing,Energy,GreenWatt,MNC,Kolkata,On-site,Fresher,1,"₹12,800/mo - ₹36,200/mo","3d printing, autocad, catia, generative design, solidworks, six sigma, gd&t, cnc, matlab, additive manufacturing, quality control, plc programming, attention to detail, ownership, teamwork, communication, time management","As a Fresher CAD Designer in the Energy domain at GreenWatt, you will deliver high-quality outcomes. Conduct root cause analysis for production issues. Ensure quality standards are met across production lines. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-15
728,Compensation Analyst,Human Resources,Technology,SynapseAI,MNC,Surat,Remote,Mid,3,"₹45,500/mo - ₹152,100/mo","employee relations, kpi tracking, ai hiring tools, onboarding, linkedin recruiter, screening, compliance, labour law, interviewing, dei frameworks, payroll, attention to detail, communication, time management, stakeholder management, empathy","As a Mid Compensation Analyst in the Technology domain at SynapseAI, you will contribute to a high-performing team. Maintain HR data, reports and compliance documentation. Partner with teams to improve engagement and performance. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-17
729,Email Marketing Specialist,Marketing & Sales,Telecom,TowerBridge,Startup,Surat,On-site,Senior,10,"₹115,900/mo - ₹370,300/mo","influencer marketing, copywriting, content marketing, sem, conversion optimization, excel, marketing automation, seo, lead generation, figma, social media, email marketing, storytelling, presentation, stakeholder management, creativity, communication, problem solving","As a Senior Email Marketing Specialist in the Telecom domain at TowerBridge, you will drive measurable impact. Plan and execute digital marketing campaigns. Generate and nurture leads through multiple channels. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-21
730,Compliance Analyst,Finance & Accounting,Manufacturing,SteelWorks,SME,Jaipur,Hybrid,Junior,2,"₹23,000/mo - ₹68,600/mo","p&l management, taxation, risk management, forecasting, ifrs, blockchain basics, power bi, sql, financial modeling, attention to detail, stakeholder management, problem solving","As a Junior Compliance Analyst in the Manufacturing domain at SteelWorks, you will collaborate with cross-functional teams. Analyse financial data to identify trends and risks. Prepare financial reports and variance analysis. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-19
731,Investment Analyst,Finance & Accounting,Manufacturing,ManuCore,Startup,Jaipur,Hybrid,Mid,4,"₹56,500/mo - ₹164,400/mo","cash flow, risk management, sql, accounting, gst, python automation, budgeting, bloomberg terminal, power bi, compliance, audit, ownership, critical thinking, communication","As a Mid Investment Analyst in the Manufacturing domain at ManuCore, you will build scalable solutions. Prepare financial reports and variance analysis. Analyse financial data to identify trends and risks. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-23
732,SEO Specialist,Marketing & Sales,FMCG,FreshGoods,SME,Jaipur,Hybrid,Fresher,1,"₹13,500/mo - ₹35,100/mo","google analytics, data analytics, content marketing, email marketing, influencer marketing, marketing automation, figma, conversion optimization, creativity, communication, stakeholder management, presentation, storytelling, customer focus","As a Fresher SEO Specialist in the FMCG domain at FreshGoods, you will drive measurable impact. Generate and nurture leads through multiple channels. Plan and execute digital marketing campaigns. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-16
733,Accountant,Finance & Accounting,BFSI,FinVista,MNC,Mumbai,Remote,Junior,1,"₹26,100/mo - ₹69,300/mo","blockchain basics, ind as, accounting, bookkeeping, sap, variance analysis, budgeting, cash flow, ifrs, p&l management, gst, stakeholder management, ownership, attention to detail","As a Junior Accountant in the BFSI domain at FinVista, you will contribute to a high-performing team. Ensure compliance with accounting standards and regulations. Analyse financial data to identify trends and risks. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-19
734,Public Health Analyst,Healthcare,Consulting,PrimePath,SME,Hyderabad,Hybrid,Mid,6,"₹51,200/mo - ₹159,100/mo","pharmacovigilance, clinical documentation, ehr, ai diagnostics, data entry, patient coordination, hipaa, communication, attention to detail, time management, problem solving, empathy, teamwork","As a Mid Public Health Analyst in the Consulting domain at PrimePath, you will build scalable solutions. Maintain accurate clinical documentation and patient records. Ensure compliance with healthcare regulations and standards. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-05
735,HR Operations Manager,Human Resources,Healthcare,HealthFirst,MNC,Surat,Remote,Mid,6,"₹44,900/mo - ₹146,400/mo","kpi tracking, linkedin recruiter, payroll, sap successfactors, hr policies, workday, compliance, hris, attention to detail, time management, empathy, communication, stakeholder management","As a Mid HR Operations Manager in the Healthcare domain at HealthFirst, you will deliver high-quality outcomes. Support hiring, onboarding and employee lifecycle processes. Maintain HR data, reports and compliance documentation. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-09-28
736,Full Stack Developer,Software Engineering,E-commerce,ShopEase,MNC,Jaipur,On-site,Junior,2,"₹27,600/mo - ₹80,800/mo","aws, linux, rust, java, langchain, redis, docker, ownership, critical thinking, attention to detail, problem solving, communication","As a Junior Full Stack Developer in the E-commerce domain at ShopEase, you will build scalable solutions. Design and develop robust software systems. Build and maintain reliable APIs and services. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-01
737,Operations Analyst,Operations & Supply Chain,Retail,StyleHub,MNC,Hyderabad,On-site,Mid,3,"₹46,100/mo - ₹162,200/mo","forecasting, tableau, erp, lean, procurement, excel, inventory management, sap, kpi tracking, warehouse management, supply chain analytics, power bi, ownership, attention to detail, time management, stakeholder management, problem solving","As a Mid Operations Analyst in the Retail domain at StyleHub, you will contribute to a high-performing team. Track inventory levels and manage procurement processes. Monitor and optimise supply chain operations. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-10
738,Growth Marketer,Marketing & Sales,Retail,DailyNeeds,Startup,Kolkata,Hybrid,Junior,2,"₹23,900/mo - ₹69,300/mo","conversion optimization, ab testing, ga4, lead generation, seo, ai content tools, hubspot, communication, storytelling, stakeholder management","As a Junior Growth Marketer in the Retail domain at DailyNeeds, you will collaborate with cross-functional teams. Generate and nurture leads through multiple channels. Manage social media presence and content calendar. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-30
739,HR Analyst,Human Resources,Technology,ByteWorks,MNC,Kolkata,Remote,Fresher,0,"₹13,100/mo - ₹38,000/mo","dei frameworks, labour law, screening, performance management, training, ai hiring tools, hris, empathy, stakeholder management, time management, communication","As a Fresher HR Analyst in the Technology domain at ByteWorks, you will contribute to a high-performing team. Maintain HR data, reports and compliance documentation. Partner with teams to improve engagement and performance. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-02
740,Clinical Research Associate,Healthcare,BFSI,SecureFinance,MNC,Remote,Hybrid,Junior,1,"₹22,100/mo - ₹68,500/mo","clinical trials, lab management, clinical documentation, data entry, ai diagnostics, medical terminology, epic, teamwork, attention to detail, communication, time management, empathy, problem solving","As a Junior Clinical Research Associate in the BFSI domain at SecureFinance, you will drive measurable impact. Ensure compliance with healthcare regulations and standards. Analyse health data to support operational decisions. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-26
741,Manufacturing Engineer,Mechanical & Manufacturing,Automobile,MotorPro,MNC,Ahmedabad,On-site,Fresher,0,"₹14,100/mo - ₹39,600/mo","six sigma, generative design, autocad, lean manufacturing, solidworks, cobots, matlab, quality control, problem solving, time management, teamwork","As a Fresher Manufacturing Engineer in the Automobile domain at MotorPro, you will contribute to a high-performing team. Conduct root cause analysis for production issues. Support manufacturing process optimisation. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-19
742,Marketing Analyst,Data & Analytics,Retail,PrimeStore,MNC,Noida,Hybrid,Mid,5,"₹58,700/mo - ₹188,400/mo","power bi, deep learning, redshift, excel, feature engineering, airflow, machine learning, seaborn, langchain, storytelling, presentation, stakeholder management, communication, critical thinking, problem solving","As a Mid Marketing Analyst in the Retail domain at PrimeStore, you will contribute to a high-performing team. Build and maintain data pipelines and dashboards. Analyse large datasets to extract actionable insights. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-13
743,Inventory Planner,Operations & Supply Chain,Retail,MegaMart,MNC,Ahmedabad,Remote,Senior,10,"₹110,500/mo - ₹346,500/mo","sustainability ops, kpi tracking, sap, vendor management, excel, digital twin, supply chain analytics, forecasting, stakeholder management, attention to detail, time management, communication, problem solving","As a Senior Inventory Planner in the Retail domain at MegaMart, you will drive measurable impact. Track inventory levels and manage procurement processes. Identify process improvement opportunities. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-24
744,SEO Specialist,Marketing & Sales,Retail,MegaMart,Startup,Chennai,On-site,Mid,6,"₹49,900/mo - ₹161,700/mo","hubspot, excel, marketing automation, content marketing, google analytics, influencer marketing, ab testing, copywriting, tiktok ads, problem solving, storytelling, communication, stakeholder management, customer focus","As a Mid SEO Specialist in the Retail domain at MegaMart, you will drive measurable impact. Manage social media presence and content calendar. Analyse campaign performance and optimize for ROI. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-17
745,Tax Analyst,Finance & Accounting,Consulting,PrimePath,SME,Remote,Remote,Mid,5,"₹55,100/mo - ₹172,900/mo","forecasting, gst, esg reporting, variance analysis, excel, power bi, financial modeling, sap, taxation, ifrs, python automation, ind as, stakeholder management, problem solving, ownership, critical thinking, attention to detail, communication","As a Mid Tax Analyst in the Consulting domain at PrimePath, you will deliver high-quality outcomes. Prepare financial reports and variance analysis. Analyse financial data to identify trends and risks. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-11
746,Software Engineer,Software Engineering,Technology,CodeCraft,MNC,Noida,Hybrid,Mid,6,"₹56,200/mo - ₹189,500/mo","mongodb, kafka, langchain, aws, ansible, llm apis, django, ownership, attention to detail, problem solving, mentorship, teamwork, communication","As a Mid Software Engineer in the Technology domain at CodeCraft, you will build scalable solutions. Write clean, testable code and participate in code reviews. Optimize application performance and scalability. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-14
747,Procurement Specialist,Operations & Supply Chain,E-commerce,BazaarPro,MNC,Noida,Remote,Senior,9,"₹104,900/mo - ₹360,300/mo","oracle, erp, sap, procurement, digital twin, power bi, forecasting, logistics, problem solving, communication, ownership, stakeholder management, time management, attention to detail","As a Senior Procurement Specialist in the E-commerce domain at BazaarPro, you will drive measurable impact. Coordinate with vendors and logistics partners. Identify process improvement opportunities. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-03
748,Growth Marketer,Marketing & Sales,Retail,RetailMax,Startup,Pune,Remote,Mid,3,"₹52,400/mo - ₹152,100/mo","seo, figma, conversion optimization, marketing automation, social media, ab testing, salesforce, influencer marketing, copywriting, data analytics, sem, communication, problem solving, customer focus","As a Mid Growth Marketer in the Retail domain at RetailMax, you will contribute to a high-performing team. Generate and nurture leads through multiple channels. Plan and execute digital marketing campaigns. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-26
749,Supply Chain Analyst,Operations & Supply Chain,E-commerce,BazaarPro,SME,Chennai,Remote,Junior,1,"₹21,900/mo - ₹67,800/mo","vendor management, supply chain analytics, process improvement, inventory management, power bi, procurement, erp, tableau, attention to detail, ownership, stakeholder management, problem solving, communication","As a Junior Supply Chain Analyst in the E-commerce domain at BazaarPro, you will contribute to a high-performing team. Track inventory levels and manage procurement processes. Monitor and optimise supply chain operations. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-13
750,HR Data Analyst,Human Resources,Consulting,PrimePath,Startup,Remote,Remote,Senior,8,"₹109,400/mo - ₹354,800/mo","conflict resolution, performance management, linkedin recruiter, onboarding, payroll, sap successfactors, hris, attention to detail, stakeholder management, empathy","As a Senior HR Data Analyst in the Consulting domain at PrimePath, you will deliver high-quality outcomes. Coordinate training and development programmes. Partner with teams to improve engagement and performance. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-15
751,Hospital Operations Manager,Healthcare,Healthcare,WellnessHub,Startup,Delhi NCR,Hybrid,Intern,0,"₹7,200/mo - ₹18,300/mo","lab management, data entry, telemedicine, regulatory compliance, digital health, hipaa, pharmacovigilance, medical terminology, sql, icd-10, epic, medical coding, empathy, communication, teamwork, attention to detail, problem solving, time management","As a Intern Hospital Operations Manager in the Healthcare domain at WellnessHub, you will contribute to a high-performing team. Coordinate with clinical teams to support patient care. Analyse health data to support operational decisions. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-11
752,Fleet Manager,Operations & Supply Chain,Retail,RetailMax,MNC,Pune,Hybrid,Mid,6,"₹44,700/mo - ₹149,100/mo","supply chain ai, procurement, oracle, lean, vendor management, excel, sap, time management, stakeholder management, communication, problem solving","As a Mid Fleet Manager in the Retail domain at RetailMax, you will build scalable solutions. Monitor and optimise supply chain operations. Identify process improvement opportunities. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-31
753,Analytics Engineer,Data & Analytics,E-commerce,ShopEase,MNC,Noida,Remote,Mid,5,"₹51,700/mo - ₹185,200/mo","data visualization, scikit-learn, tensorflow, langchain, random forest, vector databases, statistics, computer vision, excel, critical thinking, storytelling, problem solving, communication","As a Mid Analytics Engineer in the E-commerce domain at ShopEase, you will drive measurable impact. Collaborate with stakeholders to define KPIs and metrics. Build and maintain data pipelines and dashboards. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-31
754,Credit Analyst,Finance & Accounting,Retail,MegaMart,MNC,Remote,On-site,Junior,1,"₹23,300/mo - ₹73,800/mo","variance analysis, esg reporting, power bi, gst, budgeting, ifrs, python automation, risk management, bloomberg terminal, taxation, sap, cash flow, ownership, critical thinking, attention to detail","As a Junior Credit Analyst in the Retail domain at MegaMart, you will deliver high-quality outcomes. Prepare financial reports and variance analysis. Support budgeting, forecasting and financial planning. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-14
755,Vendor Manager,Operations & Supply Chain,Retail,DailyNeeds,MNC,Chennai,Hybrid,Junior,3,"₹23,200/mo - ₹63,600/mo","sap, erp, digital twin, six sigma, procurement, process improvement, python, supply chain analytics, tableau, vendor management, lean, forecasting, ownership, problem solving, time management, stakeholder management, communication, attention to detail","As a Junior Vendor Manager in the Retail domain at DailyNeeds, you will contribute to a high-performing team. Coordinate with vendors and logistics partners. Monitor and optimise supply chain operations. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-03
756,Platform Engineer,Software Engineering,Technology,ByteWorks,Startup,Remote,On-site,Senior,7,"₹143,400/mo - ₹445,800/mo","vector databases, langchain, gcp, git, linux, azure, typescript, problem solving, ownership, critical thinking, mentorship, attention to detail","As a Senior Platform Engineer in the Technology domain at ByteWorks, you will drive measurable impact. Design and develop robust software systems. Write clean, testable code and participate in code reviews. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-03
757,Fleet Manager,Operations & Supply Chain,E-commerce,BazaarPro,SME,Remote,On-site,Mid,4,"₹49,100/mo - ₹143,200/mo","warehouse management, inventory management, process improvement, six sigma, erp, digital twin, forecasting, supply chain ai, ownership, time management, problem solving, stakeholder management, communication","As a Mid Fleet Manager in the E-commerce domain at BazaarPro, you will build scalable solutions. Monitor and optimise supply chain operations. Identify process improvement opportunities. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-22
